sample_id,pr_page_screenshot,ci_check_status,merged_despite_failed_checks,jira_ticket_screenshot
https://github.com/apache/kafka/pull/18382,pr_page_screenshot.png,"All 7 checks passed. CI workflow (on: pull_request) had 5 jobs that all passed: build/Load Test Catalog, build/Compile and Check Java, build/JUnit tests Java 23, build/JUnit tests Java 17, build/Update Test Catalog. Pull Request workflow (on: pull_request_target) had 2 jobs that all passed: Labeler, Add triage label. There was 1 annotation warning noting 'The logs for this run have expired and are no longer available.' No failed checks were present at the time of merge.","No. The PR was merged with all 7 checks passing. There were no failed required checks. chia7712 merged commit 7275dc1 into apache:trunk on Jan 9, 2025 after all checks passed successfully.",jira_ticket_screenshot.png
https://github.com/apache/kafka/pull/18400,pr_page_screenshot.png,"All 8 checks passed: (1) build / Load Test Catalog - passed, (2) Labeler - passed, (3) Approve CI - passed, (4) build / Compile and Check Java - passed, (5) Add triage label - passed, (6) build / JUnit tests Java 23 - passed, (7) build / JUnit tests Java 17 - passed, (8) build / Update Test Catalog - passed. No failed checks. All required checks were met.",No. The PR was merged with all 8 checks passing. There were no failed required checks.,N/A - No Jira ticket reference (KAFKA-XXXXX pattern) found in the PR title or description. The PR is titled 'MINOR: Use clear method to speed up removal' which indicates a minor change without an associated Jira ticket.
https://github.com/apache/kafka/pull/18450,pr_page_screenshot.png,"6 of 7 checks passed. PASSED: (1) build/Load Test Catalog, (2) build/Compile and Check Java, (3) build/JUnit tests Java 23, (4) build/Update Test Catalog, (5) Labeler, (6) Add triage label. FAILED: (7) build/JUnit tests Java 17 - 'Process completed with exit code 1'. The CI workflow overall status was Failure. The reviewer chia7712 noted the failed tests were tracked by KAFKA-9655 and KAFKA-18456 (known flaky tests) and passed on local testing.","Yes. The PR was merged by chia7712 into apache:trunk despite the 'build / JUnit tests Java 17' check failing (1 of 7 checks failed). The reviewer explicitly acknowledged the failures, stating they were tracked by existing Jira tickets KAFKA-9655 and KAFKA-18456, and that the tests passed locally. The failed check does not appear to have been a required/blocking check, as GitHub allowed the merge to proceed.",jira_ticket_screenshot.png
https://github.com/apache/kafka/pull/18500,pr_page_screenshot.png,"5 of 7 checks passed. Overall CI status: Failure. Passed checks: (1) Pull Request / Labeler, (2) Pull Request / Add triage label, (3) CI / build / Load Test Catalog (19s), (4) CI / build / Compile and Check Java (10m 37s), (5) CI / build / Update Test Catalog (0s). Failed checks: (1) CI / build / JUnit tests Java 23 - Process completed with exit code 1, (2) CI / build / JUnit tests Java 17 - Process completed with exit code 1. The Pull Request workflow (pr-update.yml) succeeded. The CI workflow (ci.yml) failed due to JUnit test failures in both Java 17 and Java 23. The reviewer (AndrewJSchofield) noted the test failures were unrelated to the PR - test timeouts appeared related to the consumer with a fix already in flight.","Yes. The PR was merged by AndrewJSchofield despite 2 of 7 checks failing (JUnit tests Java 23 and JUnit tests Java 17). The reviewer explicitly noted: 'lgtm. I agree the test failures are not related. Test timeouts look related to the consumer and there is a fix in this area in flight.' The PR author (sjhajharia) also commented: 'The build is not green, but the tests look unrelated.' The PR had the 'ci-approved' label added by AndrewJSchofield, indicating the CI failures were acknowledged and deemed acceptable for merging.","N/A - No KAFKA-XXXXX Jira ticket reference found in the PR title or description. The PR title references [KIP-932] which is a Kafka Improvement Proposal, not a JIRA ticket matching the KAFKA-XXXXX pattern."
https://github.com/apache/kafka/pull/18550,pr_page_screenshot.png,"CI workflow (ci.yml) overall status: Failure. Individual checks: (1) build/Load Test Catalog: PASSED (12s), (2) build/Compile and Check Java: PASSED (6m 23s), (3) build/JUnit tests Java 23: PASSED (2h 1m), (4) build/JUnit tests Java 17: FAILED (2h 4m, error: 'Process completed with exit code 1'), (5) build/Update Test Catalog: PASSED (0s). Pull Request workflow (pr-update.yml) overall status: Success. Individual checks: (1) Labeler: PASSED (11s), (2) Add triage label: PASSED (0s). Total: 7 checks - 6 passed, 1 failed (JUnit tests Java 17). The logs for the run have expired. 4 warnings about ubuntu-latest pipeline migration to ubuntu-24.04.","Yes. The PR was merged by chia7712 on Jan 15, 2025 despite the CI workflow failing due to 'build / JUnit tests Java 17' check failing with exit code 1. The failure appears to be a test failure in JUnit tests on Java 17, which the maintainer likely determined was unrelated to the PR changes (a common flaky test scenario in the Kafka project).",jira_ticket_screenshot.png
https://github.com/apache/kafka/pull/18650,pr_page_screenshot.png,"All checks passed. 8 checks on PR commit (1ef30b9): (1) Pull Request / Labeler - passed, (2) Pull Request / Add triage label - passed, (3) CI / build / Load Test Catalog - passed, (4) CI / build / Compile and Check Java - passed, (5) CI / build / JUnit tests Java 23 - passed, (6) CI / build / JUnit tests Java 17 - passed, (7) CI / build / Update Test Catalog - passed, (8) Pull Request Labeled / Approve CI - passed. The merge commit (7cbfd22) shows '10 checks passed'. No failed checks. All required checks were met.",No. The PR was merged with all checks passing (10 checks passed on the merge commit). There were no failed required checks.,N/A - No KAFKA-XXXXX Jira ticket reference found in the PR title or description. The PR title is 'MINOR: Improve javadoc for ListShareGroupOffsetsResult' which uses the MINOR prefix instead of a Jira ticket number.
https://github.com/apache/kafka/pull/18700,pr_page_screenshot.png,"7 of 9 checks passed. PASSED: (1) build / Load Test Catalog, (2) Labeler, (3) Add triage label, (4) build / Compile and Check Java, (5) build / Update Test Catalog, (6) Gradle Build Scan / Java 17, (7) Gradle Build Scan / Java 23. FAILED: (1) build / JUnit tests Java 17 - Process completed with exit code 1 (test failures: CooperativeConsumerCoordinatorTest, ConfigCommandIntegrationTest, TransactionsTest, ClientQuotasRequestTest), (2) build / JUnit tests Java 23 - Process completed with exit code 1 (test failures: CooperativeConsumerCoordinatorTest, ConfigCommandIntegrationTest, TransactionsTest, ClientQuotasRequestTest). The failures appear to be pre-existing flaky tests unrelated to the PR changes. The CI workflow overall status was Failure due to the 2 JUnit test job failures. The Pull Request workflow (Labeler, Add triage label) passed successfully.","Yes. The PR was merged by mjsax on Feb 4, 2025 (commit 7719b5f into apache:trunk) despite 2 of 9 checks failing (build / JUnit tests Java 17 and build / JUnit tests Java 23). The test failures were unrelated flaky tests (e.g., CooperativeConsumerCoordinatorTest, SharePartitionManagerTest, ConfigCommandIntegrationTest, TransactionsTest, ClientQuotasRequestTest) not caused by this PR's changes. The author documented the failures in PR comments, and the reviewer (lucasbru) approved the changes.",jira_ticket_screenshot.png
https://github.com/apache/kafka/pull/18750,pr_page_screenshot.png,"All 9 checks passed. Passed checks: (1) build / Load Test Catalog, (2) Labeler, (3) Add triage label, (4) build / Compile and Check Java, (5) build / JUnit tests Java 23, (6) build / JUnit tests Java 17, (7) build / Update Test Catalog, (8) Gradle Build Scan / Java 17, (9) Gradle Build Scan / Java 23. No failed checks. All required checks were met.",No. The PR was merged with all 9 checks passing. There were no failed required checks.,jira_ticket_screenshot.png
https://github.com/apache/kafka/pull/18900,pr_page_screenshot.png,"All 9 checks passed. Passed checks: (1) build / Load Test Catalog, (2) Labeler, (3) Add triage label, (4) build / Compile and Check Java, (5) build / JUnit tests Java 23, (6) build / JUnit tests Java 17, (7) build / Update Test Catalog, (8) Gradle Build Scan / Java 17 - The build scan was successfully published, (9) Gradle Build Scan / Java 23 - The build scan was successfully published. No failed checks. All required checks were met.","No. The PR was merged with all 9 checks passing. There were no failed required checks. chia7712 merged commit d23a617 into apache:trunk on Feb 24, 2025 after all checks passed successfully.",jira_ticket_screenshot.png
https://github.com/apache/kafka/pull/18950,pr_page_screenshot.png,"All 7 checks passed. No failed checks. Checks: 1) build / Load Test Catalog - Passed, 2) Labeler - Passed, 3) Approve CI - Passed, 4) build / Compile and Check Java - Passed, 5) Add triage label - Passed, 6) build / JUnit tests Java 23 - Passed, 7) build / JUnit tests Java 17 - Passed. The Checks tab shows 8 total checks (the 8th being 'build / Update Test Catalog' which was likely skipped/not counted in the merge status). All required checks were met.",No. The PR was merged with all 7 checks passing. There were no failed required checks. chia7712 approved and merged after CI checks passed successfully.,"N/A - No KAFKA-XXXXX Jira ticket reference found in the PR title or description. The PR title is 'MINOR: Fix the missing and updated licenses' and the description is 'Fix the LICENSE warning for #18872 and #18004'. The 'This was referenced' section mentions KAFKA-18773 and KAFKA-18089 from other linked PRs, but these are not direct references in this PR's title or description."
https://github.com/apache/kafka/pull/18994,pr_page_screenshot.png,"Overall: 22 of 23 checks passed (19 successful, 2 skipped, 1 failing). PASSED: CI/build/Configure Workflow, Pull Request/Labeler (11s), Pull Request Reviewed/Save PR Number (3s), CI/build/Load Test Catalog (14s), CI/build/Compile and Check (Merge Ref) (11m), CI/build/JUnit tests Java 23 (flaky) (129m), CI/build/JUnit tests Java 23 (new) (130m), CI/build/JUnit tests Java 23 (122m), CI/build/JUnit tests Java 17 (flaky) (130m), CI/build/JUnit tests Java 17 (new) (129m), CI/build/JUnit tests Java 17 (129m), CI/build/CI checks completed, Gradle Build Scan/Java 17, Gradle Build Scan/Java 17/Flaky, Gradle Build Scan/Java 17/New, Gradle Build Scan/Java 23, Gradle Build Scan/Java 23/Flaky, Gradle Build Scan/Java 23/New, PR Linter (PR format looks good!). SKIPPED: Pull Request/Add triage label, CI/build/Update Test Catalog. FAILED: CI/build/Collate Test Catalog (failed after 18s - 'No files were found with the provided path: test-catalog' and 'Process completed with exit code 1'). 6 warnings on JUnit test jobs about unexpected inputs. The CI workflow overall status was Failure, but this was due to a CI infrastructure issue (Collate Test Catalog), not a code quality issue.","Yes. The PR was merged by viktorsomogyi on Mar 14, 2025 despite 1 failing check (CI/build/Collate Test Catalog). The failing check was an infrastructure/CI pipeline issue (test catalog artifact upload failure), not related to the actual code changes. The Collate Test Catalog job failed because no test-catalog files were found to upload. All actual code compilation, testing (JUnit tests for Java 17 and Java 23), and linting checks passed successfully. The reviewer (viktorsomogyi) approved the changes and merged the PR, likely considering the Collate Test Catalog failure as a non-blocking CI infrastructure issue.",jira_ticket_screenshot.png
https://github.com/apache/kafka/pull/19000,pr_page_screenshot.png,"7 of 8 checks passed. Summary: 6 successful, 1 failing, 1 skipped. Details: (1) CI / build / Load Test Catalog — Successful in 13s; (2) Pull Request Reviewed / Reviewed — Successful in 2s; (3) CI / build / Compile and Check Java — Successful in 11m; (4) CI / build / JUnit tests Java 23 — FAILING after 126m; (5) CI / build / JUnit tests Java 17 — Successful in 133m; (6) CI / build / Update Test Catalog — Skipped; (7) Gradle Build Scan / Java 17 — Successful; (8) Gradle Build Scan / Java 23 — Successful. The page states 'Some checks were not successful'.","Yes. The PR was merged by dajac despite 1 failing check (CI / build / JUnit tests Java 23 failed after 126m) and 1 skipped check (CI / build / Update Test Catalog). The merge was done to unblock the Kafka 4.0 release. The page shows 'dajac merged commit 169712d into apache:4.0' with '7 of 8 checks passed', indicating it was merged despite the failed JUnit tests Java 23 check.",jira_ticket_screenshot.png
https://github.com/apache/kafka/pull/19100,pr_page_screenshot.png,"All 42 checks passed. The CI workflow status was 'Success'. Key checks included: Pull Request workflow (Labeler, Add triage label - all passed), CI workflow (Configure Workflow, Load Test Catalog, Compile and Check (Merge Ref), JUnit tests Java 23, JUnit tests Java 23 (new), JUnit tests Java 23 (flaky), JUnit tests Java 17, JUnit tests Java 17 (new), JUnit tests Java 17 (flaky), Collate Test Catalog, Update Test Catalog - all passed), and multiple Pull Request Reviewed workflows - all passed. No failed or pending checks were found.",No. The PR was merged with all 42 checks passing. No failed required checks were present at the time of merge. The CI workflow completed with Status: Success.,jira_ticket_screenshot.png
https://github.com/apache/kafka/pull/19150,pr_page_screenshot.png,"1 check failed: 'continuous-integration/jenkins/pr-merge' — This commit failed tests or other validations (status: failure). No GitHub Actions workflow checks ran (Checks tab shows 0 checks). The failed Jenkins check was the only CI check on the PR. The test failures (TransactionsWithTieredStoreTest, ConsumerBounceTest, PurgeRepartitionTopicIntegrationTest, CoordinatorTest) were determined to be unrelated to the PR changes. The PR had the 'ci-approved' label added by reviewer junrao, and junrao approved the code changes.","Yes. The PR was merged by junrao on Apr 1, 2025 despite the 'continuous-integration/jenkins/pr-merge' check failing. The reviewer (junrao) asked if the test failures were related, and the author (jeqo) confirmed they were unrelated and had tested all failing tests locally. junrao then proceeded to merge the PR with the comment '@jeqo : Thanks for the reply. Merging this PR.'",jira_ticket_screenshot.png
https://github.com/apache/kafka/pull/19200,pr_page_screenshot.png,"All 20 checks passed. Checks: (1) build / Configure Workflow - Passed, (2) Labeler - Passed, (3) Add triage label - Passed, (4) build / Load Test Catalog - Passed, (5) build / Compile and Check (Merge Ref) - Passed, (6) build / JUnit tests Java 23 (flaky) - Passed, (7) build / JUnit tests Java 23 (new) - Passed, (8) build / JUnit tests Java 23 - Passed, (9) build / JUnit tests Java 17 (flaky) - Passed, (10) build / JUnit tests Java 17 (new) - Passed, (11) build / JUnit tests Java 17 - Passed, (12) build / Collate Test Catalog - Passed, (13) build / CI checks completed - Passed, (14) build / Update Test Catalog - Passed, (15) Gradle Build Scan / Java 17 - Passed, (16) Gradle Build Scan / Java 17 / Flaky - Passed, (17) Gradle Build Scan / Java 17 / New - Passed, (18) Gradle Build Scan / Java 23 - Passed, (19) Gradle Build Scan / Java 23 / Flaky - Passed, (20) Gradle Build Scan / Java 23 / New - Passed. No failed checks. All required checks were met.",No. All 20 checks passed. The PR was merged with all checks passing successfully.,jira_ticket_screenshot.png
https://github.com/apache/kafka/pull/19312,pr_page_screenshot.png,All checks failed. 1 failing check: 'continuous-integration/jenkins/pr-merge' — 'This commit failed tests or other validations'. No GitHub Actions workflow checks ran (Checks tab shows 0 checks). The check was not marked as a required status check (the PR was still mergeable by a maintainer despite the failure).,"Yes. The PR was merged by mjsax on Mar 31, 2025, despite the 'continuous-integration/jenkins/pr-merge' check failing with 'This commit failed tests or other validations'. The merge was performed with 1 check failed, indicating the maintainer (mjsax) overrode or bypassed the failed CI check to merge the PR.",jira_ticket_screenshot.png
https://github.com/apache/kafka/pull/19453,pr_page_screenshot.png,"All 25 checks passed. Checks include: build/Configure Workflow (✅), Labeler (✅), Save PR Number x4 (✅), Add triage label (✅), build/Load Test Catalog (✅), build/Compile and Check (Merge Ref) (✅), build/JUnit tests Java 23 flaky (✅), build/JUnit tests Java 23 new (✅), build/JUnit tests Java 23 (✅), build/JUnit tests Java 17 flaky (✅), build/JUnit tests Java 17 new (✅), build/JUnit tests Java 17 (✅), build/Collate Test Catalog (✅), build/CI checks completed (✅), build/Update Test Catalog (✅), Gradle Build Scan/Java 17 (✅), Gradle Build Scan/Java 17/Flaky (✅), Gradle Build Scan/Java 17/New (✅), Gradle Build Scan/Java 23 (✅), Gradle Build Scan/Java 23/Flaky (✅), Gradle Build Scan/Java 23/New (✅), PR Linter (✅). No failed checks. All required checks were met.",No. The PR was merged with all 25 checks passing. There were no failed required checks.,jira_ticket_screenshot.png
https://github.com/apache/kafka/pull/19550,pr_page_screenshot.png,"23 of 24 checks passed. Failed check: 'PR Linter' — failed with message 'Pull Request is approved, but no Reviewers found in commit body'. Passed checks (23): build / Configure Workflow, Labeler, Save PR Number (x3), build / Load Test Catalog, Add triage label, build / Compile and Check (Merge Ref), build / JUnit tests Java 23 (flaky), build / JUnit tests Java 23 (new), build / JUnit tests Java 23, build / JUnit tests Java 17 (flaky), build / JUnit tests Java 17 (new), build / JUnit tests Java 17, build / Collate Test Catalog, build / CI checks completed, build / Update Test Catalog, Gradle Build Scan / Java 17, Gradle Build Scan / Java 17 / Flaky, Gradle Build Scan / Java 17 / New, Gradle Build Scan / Java 23, Gradle Build Scan / Java 23 / Flaky, Gradle Build Scan / Java 23 / New. The PR Linter failure is not a required/blocking check.","Yes — the PR was merged by bbejeck despite the PR Linter check failing. However, the PR Linter is not a required check for merging in the apache/kafka repository, so no required checks were violated. The merge was legitimate with 23 of 24 checks passing; the only failure was the non-required PR Linter which flagged that no 'Reviewers' field was found in the commit body.",jira_ticket_screenshot.png
https://github.com/apache/kafka/pull/19600,pr_page_screenshot.png,"All 27 checks passed. Passed checks: build / Configure Workflow, Labeler, Approve CI, Save PR Number (x4), build / Load Test Catalog, Add triage label, build / Compile and Check (Merge Ref), build / JUnit tests Java 23 (flaky), build / JUnit tests Java 23 (new), build / JUnit tests Java 23, build / JUnit tests Java 17 (flaky), build / JUnit tests Java 17 (new), build / JUnit tests Java 17, build / Collate Test Catalog, build / CI checks completed, build / Update Test Catalog, Gradle Build Scan / Java 17, Gradle Build Scan / Java 17 / Flaky, Gradle Build Scan / Java 17 / New, Gradle Build Scan / Java 23, Gradle Build Scan / Java 23 / Flaky, Gradle Build Scan / Java 23 / New, PR Linter. Failed checks: None. All required checks were met.",No. The PR was merged with all 27 checks passing. There were no failed required checks.,N/A - No Jira ticket reference (KAFKA-XXXXX pattern) found in the PR title or description. The PR title starts with 'MINOR;' indicating this is a minor change without an associated Jira ticket.
https://github.com/apache/kafka/pull/19700,pr_page_screenshot.png,"All 23 checks passed. CI workflow (Status: Success): build/Configure Workflow ✅, build/Compile and Check (Merge Ref) ✅ (7m 11s), build/Load Test Catalog ✅ (13s), build/JUnit tests Java 17 ✅ (2h 7m), build/JUnit tests Java 17 (new) ✅ (14m 56s), build/JUnit tests Java 17 (flaky) ✅ (16m 33s), build/JUnit tests Java 23 ✅ (2h 1m), build/JUnit tests Java 23 (new) ✅ (13m 8s), build/JUnit tests Java 23 (flaky) ✅ (15m 37s), build/Collate Test Catalog ✅ (19s), build/CI checks completed ✅, build/Update Test Catalog ✅. Pull Request workflow: Labeler ✅, Add triage label ✅. Pull Request Reviewed (2 runs) ✅. No failed checks. All required checks were met.",No. All 23 checks passed successfully. The PR was merged with all checks passing - no failed required checks.,jira_ticket_screenshot.png
https://github.com/apache/kafka/pull/19900,pr_page_screenshot.png,"All checks passed (21 checks total). CI workflow status: Success. Workflows: (1) Pull Request (pull_request_target): Labeler - passed, Add triage label - passed. (2) CI (pull_request) / build: Configure Workflow - passed (0s), Compile and Check (Merge Ref) - passed (11m 29s), Load Test Catalog - passed (17s), JUnit tests Java 17 - passed (2h 9m), JUnit tests Java 17 (new) - passed (14m 47s), JUnit tests Java 17 (flaky) - passed (16m 8s), JUnit tests Java 23 - passed (2h 6m), JUnit tests Java 23 (new) - passed (13m 39s), JUnit tests Java 23 (flaky) - passed (14m 41s), Collate Test Catalog - passed (23s), CI checks completed - passed (0s), Update Test Catalog - passed (0s). (3) Pull Request Reviewed (pull_request_review) - passed. No failed checks. All required checks were met.","No. All 21 checks passed successfully. The PR was merged by AndrewJSchofield into apache:trunk on Jun 6, 2025 with no failed required checks.",jira_ticket_screenshot.png
https://github.com/apache/kafka/pull/20050,pr_page_screenshot.png,"No CI checks were run on this PR. The Checks tab shows 'Checks 0' with 'Workflow runs completed with no jobs.' No checks passed, failed, or were pending. The status checks on individual commits were not available/loading. There are no required checks results to evaluate since no workflow jobs were executed.","No. The PR was NOT merged at all. It is in 'Closed' status (closed without merging by brandboat on Dec 3, 2025). The PR was originally auto-closed as stale by github-actions bot after 120 days of inactivity, then reopened by FrankYang0529 on Nov 11, 2025, and finally manually closed by brandboat on Dec 3, 2025. No CI checks ran and the PR was never merged.",jira_ticket_screenshot.png
https://github.com/apache/kafka/pull/20100,pr_page_screenshot.png,"2 checks passed, 0 failed. (1) 'Save PR Number' - Passed ✓ (GitHub Actions). (2) 'PR Linter' - Passed ✓ with message 'PR format looks good!' (GitHub Actions). All checks passed successfully; no required checks failed.",No. The PR was merged with all 2 CI checks passing. No failed or required checks were bypassed.,jira_ticket_screenshot.png
https://github.com/apache/kafka/pull/20200,pr_page_screenshot.png,"All 23 checks passed. CI workflow status: Success (total duration 1h 59m 16s). Detailed check results: Pull Request workflow (pull_request_target) - Labeler: passed, Add triage label: passed. CI workflow (pull_request) - build/Configure Workflow: passed (2s), build/Compile and Check (Merge Ref): passed (7m 41s), build/Load Test Catalog: passed (13s), build/JUnit tests Java 17: passed (1h 50m), build/JUnit tests Java 17 (new): passed (9m 12s), build/JUnit tests Java 17 (flaky): passed (10m 34s), build/JUnit tests Java 23: passed (1h 47m), build/JUnit tests Java 23 (new): passed (8m 51s), build/JUnit tests Java 23 (flaky): passed (9m 53s), build/Collate Test Catalog: passed (19s), build/CI checks completed: passed (3s), build/Update Test Catalog: passed (0s). Pull Request Reviewed (pull_request): passed. Pull Request Reviewed (pull_request_review): passed. No failed checks. All required checks were met.","No. The PR was merged with all 23 checks passing successfully. No failed required checks were present at the time of merge. frankvicky approved and merged commit c162d2e into apache:trunk on Jul 20, 2025.",jira_ticket_screenshot.png
https://github.com/apache/kafka/pull/20250,pr_page_screenshot.png,"All 26 checks passed. The PR had 20 workflow runs comprising 26 total check jobs, all successful. Key CI checks include: Pull Request (Labeler, Add triage label) - passed; CI on pull_request (build/Configure Workflow, build/Load Test Catalog, build/Compile and Check (Merge Ref), build/JUnit tests Java 23, build/JUnit tests Java 23 (flaky), build/JUnit tests Java 23 (new), build/JUnit tests Java 17, build/JUnit tests Java 17 (flaky), build/JUnit tests Java 17 (new), build/Collate Test Catalog, build/CI checks completed, build/Update Test Catalog) - all passed; Pull Request Reviewed (multiple runs) - all passed; Pull Request Labeled - passed. No failed checks. All required checks were met.","No. The PR was merged with all 26 checks passing. There were no failed required checks. lucasbru merged the PR on Jul 29, 2025 after approving the changes.",N/A - No KAFKA-XXXXX Jira ticket reference found in the PR title or description. The PR title starts with 'MINOR:' which is the Apache Kafka convention for changes that do not have an associated Jira ticket.
https://github.com/apache/kafka/pull/20300,pr_page_screenshot.png,"All 14 checks passed (Status: Success). Two workflows ran on the latest commit (1b0c71d): (1) 'Pull Request' workflow (pull_request_target): Labeler - passed, Add triage label - passed. (2) 'CI' workflow (pull_request): Configure Workflow - passed (3s), Compile and Check (Merge Ref) - passed (6m 16s), Load Test Catalog - passed (17s), JUnit tests Java 17 - passed (1h 49m), JUnit tests Java 17 (new) - passed (7m 22s), JUnit tests Java 17 (flaky) - passed (8m 4s), JUnit tests Java 25 - passed (1h 52m), JUnit tests Java 25 (new) - passed (6m 54s), JUnit tests Java 25 (flaky) - passed (7m 56s), Collate Test Catalog - passed (18s), CI checks completed - passed (3s), Update Test Catalog - passed (0s). Total CI duration: 2h 3m 38s. No failed checks. No required checks failed.",No. The PR has NOT been merged at all — it is still in 'Open' status. All CI checks on the latest commit passed successfully (overall Status: Success). There are no failed required checks. The PR is awaiting review and merge.,jira_ticket_screenshot.png
